Name,Address,BranchType,LayerType,WorkingTime,Latitude,Longitude,latitude,longitude
PGD Yên Lãng,"Số 3, Phố Yên Lãng, Phường Trung Liệt, Quận Đống Đa, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.011829376220703,105.81719970703125,,
PGD Tam Nông,"Số 28, Đường Huỳnh Công Sính, khóm 2, Thị trấn Tràm Chim, Huyện Tam Nông, Đồng Tháp",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",10.671859741210938,105.56099700927734,,
PGD Điện Nam - Điện Ngọc,"KCN Điện Nam - Điện Ngọc, Xã Điện Ngọc, Thị xã Điện Bàn, Quảng Nam",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.955619812011719,108.25489807128906,,
PGD Yết Kiêu,"Toà nhà HIWAY Supercenter, Số 08, Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h30-16h30",20.972639083862305,105.77770233154297,,
PGD Duy Xuyên,"438 Hùng Vương, Thị trấn Nam Phước, huyện Duy Xuyên, Quảng Nam",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.828780174255371,108.26029968261719,,
PGD Đầm Hà,"Số 25 phố Lê Lương, thị trấn Đầm Hà, Huyện Đầm Hà, Tỉnh Quảng Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.3511905670166,107.5958023071289,,
PGD Thanh Bình,"Số 555, Quốc lộ 30, Thị trấn Thanh Bình, Huyện Thanh Bình, Đồng Tháp",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",10.55424976348877,105.49749755859375,,
PGD Tháp Mười,"Số 95, Đường Gò Tháp, Khóm 3, Thị trấn Mỹ An, Huyện Tháp Mười, Đồng Tháp",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",10.52672004699707,105.84369659423828,,
PGD Bình Sơn,"Số 389, Đường Phạm Văn Đồng, Thị trấn Châu Ổ, Huyện Bình Sơn, Quảng Ngãi",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.29761028289795,108.760498046875,,
PGD An Khánh,"04-06 Lương Định Của, Phường An Phú, TP Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.791210174560547,106.74530029296875,,
PGD An Phú,"Số 13B, Đường Nguyễn Thị Định, Phường An Phú, TP Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.790160179138184,106.75430297851562,,
PGD Hải Hà,"123 Phan Đình Phùng, Thị trấn Quảng Hà, Huyện Hải Hà, Tỉnh Quảng Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.450159072875977,107.75330352783203,,
PGD Hùng Vương,"Số 191-193, Đường Hùng Vương, Phường Trần Phú, Thành phố Quảng Ngãi, Quảng Ngãi",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.121749877929688,108.79299926757812,,
PGD Âu Cơ,"Số 683A, Đường Âu Cơ, Phường Tân Thành, Quận Tân Phú, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h-16h30",10.789159774780273,106.64019775390625,,
PGD Bắc Hải,"Số 302, Đường Tô Hiến Thành, Phường 15, Quận 10, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.776969909667969,106.66419982910156,,
PGD Trương Quang Trọng,"Số 301, Đường Nguyễn Văn Linh, Phường Trương Quang Trọng, Thành phố Quảng Ngãi, Quảng Ngãi",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.154760360717773,108.79650115966797,,
PGD Bàn Cờ,"Số 81, Đường Cao Thắng, Phường 3, Quận 3, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.77245044708252,106.6792984008789,,
PGD Ka Long,"Số 259B-261B, Đường Hùng Vương, Phường Ninh Dương, TP Móng Cái, Tỉnh Quảng Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.53424072265625,107.95249938964844,,
PGD Bình Đăng,"Số 483 đường Quốc lộ 50, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.730770111083984,106.65619659423828,,
PGD Lê Thánh Tông,"Số169 A4 - 169 A5, Đường Lê Thánh Tông, Phường Hồng Gai, Thành phố Hạ Long, Quảng Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.950439453125,107.07530212402344,,
PGD Bình Khánh,"Số 37, Đường Song Hành, Phường An Phú, TP Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.799750328063965,106.73639678955078,,
PGD An Biên,"Số 553, Quốc lộ 63, khu phố 2, Thị trấn Thứ ba, Huyện An Biên, Kiên Giang",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h15-11h15, Chiều 13h-16h30",10.017109870910645,105.081298828125,,
PGD Bình Triệu,"Số 246, Quốc lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.834010124206543,106.71420288085938,,
PGD Chánh Hưng,"Số 349-351, Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.734330177307129,106.67340087890625,,
PGD Cộng Hoà,"Vincom Cộng Hòa, Số 15-17, Đường Cộng Hoà, Phường 4, Quận Tân Bình, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,Thứ 2-6: 9h00-16h30,10.80072021484375,106.658203125,,
PGD Tiên Yên,"Tầng 1 tòa nhà 7 tầng, Phố Thống Nhất, Thị trấn Tiên Yên, Huyện Tiên Yên, Quảng Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.33102035522461,107.39769744873047,,
PGD Đầm Sen,"Số 439-441, Đường Lạc Long Quân, Phường 5, Quận 11, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.774060249328613,106.64739990234375,,
PGD Dân Chủ,"Tầng trệt Tòa nhà Đồng Nhân, số 90, đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.788009643554688,106.69869995117188,,
PGD Dân Sinh,"Số 1, Đường Đinh Lễ, Phường 12, Quận 4, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.763879776000977,106.70549774169922,,
PGD Đồng Khánh,"Số 372, Đường Hồng Bàng, Phường 16, Quận 11, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.75393009185791,106.65039825439453,,
PGD Mê Kông,"Số 60-62, Đường Phan Đình Phùng, Phường Tân An, Quận Ninh Kiều, TP Cần Thơ",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.031129837036133,105.7864990234375,,
PGD Tiền Châu,"Khu 4, Phường Tiền Châu, TP Phúc Yên, Tỉnh Vĩnh Phúc",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.232580184936523,105.689697265625,,
PGD Gò Vấp,"Số 157, Đường Quang Trung, Phường 10, Quận Gò Vấp, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h-16h30",10.828069686889648,106.67489624023438,,
PGD Nam Cần Thơ,"Số 99, Võ Văn  Kiệt, Phường An Hòa, Quận Ninh Kiều, TP Cần Thơ",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.045350074768066,105.76210021972656,,
PGD Nguyễn An Ninh,"Số 53-53A, Đường Võ Văn Tần, Phường Tân An, Quận Ninh Kiều, TP Cần Thơ",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.032360076904297,105.78559875488281,,
PGD Ô Môn,"Khu 11, Quốc lộ 91, Phường Châu Văn Liêm, Quận Ô Môn, TP Cần Thơ",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.10929012298584,105.62439727783203,,
PGD Xuân Hoà,"Đường Nguyễn Văn Linh, Phường Xuân Hoà, Thành phố Phúc Yên, Vĩnh Phúc",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.278669357299805,105.72889709472656,,
PGD Hoàng Diệu,"Số 288 Bến Vân Đồn, Phường 02, Quận 4, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.75846004486084,106.69409942626953,,
PGD Bình Tân,"Số 312, Đường Dã Tượng, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hoà",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",12.216910362243652,109.19830322265625,,
PGD Cam Ranh,"Số 156, Đường 22 tháng 8, Phường Cam Thuận, Thành phố Cam Ranh, Khánh Hoà",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",11.916279792785645,109.14739990234375,,
PGD Trung Kiên,"Khu vực Phụng Thạnh 2, Phường Trung Kiên, Quận Thốt Nốt, TP Cần Thơ",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.260869979858398,105.54280090332031,,
PGD Hưng Phú,"835-835A đường Tạ Quang Bửu, Phuờng 5, Quận 8, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.73563003540039,106.66840362548828,,
PGD Ninh Hoà,"Số 525, Đường Trần Quý Cáp, Phường Ninh Hiệp, Thị xã Ninh Hoà, Khánh Hoà",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",12.491629600524902,109.12590026855469,,
PGD Đại Phúc,"Toà nhà Diamond, Trung tâm Thương mại, khách sạn, văn phòng và căn hộ để bán tại Đường Kinh Dương Vương, Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.188140869140625,106.07640075683594,,
PGD Khánh Hội,"Số 211, Đường Khánh Hội, Phường 3, Quận 4, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.758119583129883,106.69950103759766,,
PGD Gia Bình,"Số 39 Đường Bình Than, Thị trấn Gia Bình, Gia Bình, Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.053720474243164,106.18080139160156,,
PGD Thống Nhất,"Số 45 - 47, Đường Thống Nhất, Phường Vạn Thạnh, Thành phố Nha Trang, Khánh Hoà",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",12.25236988067627,109.19110107421875,,
PGD Lê Hồng Phong,"Số 156A, Đường Lý Thái Tổ, Phường 1, Quận 3, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.766599655151367,106.67839813232422,,
PGD Vĩnh Hải,"Số 359, Đường 2/4, Phường Vĩnh Hải, TP Nha Trang, Tỉnh Khánh Hoà",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",12.279520034790039,109.19550323486328,,
PGD KCN Quế Võ,"Đường D1, KCN Quế Võ, Phường Vân Dương, Thành phố Bắc Ninh, Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.16050910949707,106.10659790039062,,
PGD Long Phú,"Đường Đặng Quang Minh, Thị trấn Long Phú, Huyện Long Phú, Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.610763549804688,106.1250991821289,,
PGD Lê Quang Định,"Số 78-80, Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.804900169372559,106.6980972290039,,
PGD KCN Tiên Sơn,"Khu nhà điều hành KCN Tiên Sơn, Đường TS11, Xã Hoàn Sơn, Huyện Tiên Du, Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.130720138549805,105.99729919433594,,
PGD Sông Hậu,"Số 15, Đường Hùng Vương, Phường 6, TP Sóc Trăng, Tỉnh Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.610918998718262,105.97000122070312,,
PGD KCN Yên Phong,"Yên phong đường YP2, xã long châu, KCN yên phong, huyện yên phong, Bắc ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.197309494018555,105.99479675292969,,
PGD Thạnh Trị,"Ấp 2, Quốc lộ 1A, Thị trấn Phú Lộc, Huyện Thạnh Trị, Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.428000450134277,105.74199676513672,,
PGD Thuận Hoà,"Số 201, QL1A, Ấp Trà Quýt A, Thị trấn Châu Thành, Huyện Châu Thành, Tỉnh Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.702138900756836,105.90039825439453,,
PGD Cà Ná,"Quốc lộ 1A, Thôn Lạc Sơn 3, Xã Cà Ná, Thuận Nam, Ninh Thuận",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",11.339940071105957,108.8823013305664,,
PGD Lý Thường Kiệt,"48 Ngô gia tự, Phường Thị Cầu, TP Bắc Ninh, Tỉnh Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.19205093383789,106.0790023803711,,
PGD Lê Văn Sỹ,"Một phần tòa nhà Cao Minh, Số 324-326-328  Lê Văn Sỹ, Phường 2, Quận Tân Bình, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.797309875488281,106.66429901123047,,
PGD TP Sóc Trăng,"Số 57 đường 3/2, Phường 1, TP Sóc Trăng, Tỉnh Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.605378150939941,105.97370147705078,,
PGD Minh Khai,"Số 301, Minh Khai, Phường Đông Ngàn, TX Từ Sơn, Tỉnh Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.12537956237793,105.9728012084961,,
PGD Trần Đề,"Số 139, Đường Hai Bà Trưng, Thị trấn Lịch Hội Thượng, Huyện Trần Đề, Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.504191398620605,106.14360046386719,,
PGD Lê Văn Việt,"Số 222, đường Lê Văn Việt, Phường Tăng Nhơn Phú B, TP Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.843830108642578,106.78299713134766,,
PGD Vĩnh Châu,"Số 227, Đường 30/4, Phường 1, Thị xã Vĩnh Châu, Sóc Trăng",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.32884693145752,105.98159790039062,,
PGD Linh Trung,"L1-04, toà nhà dịch vụ Linh Trung 1 (JOY Citipoint) - Lô 99, KCX Linh Trung 1, Phường Linh Trung, Quận Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h00-16h30",10.87073040008545,106.7686996459961,,
PGD Tháp Chàm,"Số 01, Đường Tự Đức, Phường Bảo An, Thành phố Phan Rang - Tháp Chàm, Ninh Thuận",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h00-11h00, Chiều 13h30-17h30",11.594120025634766,108.95030212402344,,
PGD Nguyễn Trãi,"Số 241, Đường Nguyễn Trãi - Bồ Sơn, Phường Võ Cường, TP Bắc Ninh, Tỉnh Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",21.173179626464844,106.06169891357422,,
PGD Linh Trung 2,"Lô 78C, Khu Chế xuất Linh Trung 2, Phường Bình Chiểu, TP. Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h-16h30",10.883009910583496,106.72959899902344,,
PGD Lý Thái Tổ,"Số 506-508, Đường Lý Thái Tổ, Phường 10, Quận 10, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.76786994934082,106.67179870605469,,
PGD Minh Phụng,"Số 434-436, Đường Minh Phụng, Phường 9, Quận 11, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.760729789733887,106.64440155029297,,
PGD Thuận Thành,"Số 999 đường Âu cơ, Phường Hồ, TX Thuận Thành, Tỉnh Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h, Chiều 13h30-17h00",21.040430068969727,106.0927963256836,,
PGD Mỹ Hoàng,"Một phần tòa nhà (tầng trệt, tầng lửng), số 37, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.728079795837402,106.70909881591797,,
PGD Tiên Du,"Số 7, Đường Lý Thường Kiệt, Quốc lộ 1A, Thị trấn Lim, Huyện Tiên Du, Bắc Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.14211082458496,106.0177001953125,,
PGD Nancy,"Tầng trệt, số 118, Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.763859748840332,106.689697265625,,
PGD Ngô Gia Tự,"Số 304-306-308, Đường Ngô Gia Tự, Phường 4, Quận 10, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.762980461120605,106.67120361328125,,
PGD Đông Bắc,"Số 187, Đường Trần Hưng Đạo, Phường 5, Thành phố Cà Mau, Cà Mau",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.180624961853027,105.15750122070312,,
PGD Ngọc Hiển,"Số 27, Đường Hùng Vương, Khóm 1, Thị trấn Năm Căn, Huyện Năm Căn, Cà Mau",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",8.759385108947754,104.99299621582031,,
PGD Nguyễn Đình Chiểu,"Toà nhà 123, Đường Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.777549743652344,106.68920135498047,,
PGD Nguyễn Tất Thành,"Lô 6B, Đường Nguyễn Tất Thành, Ấp Bà Điều, Xã Lý Văn Lâm, TP Cà Mau, Tỉnh Cà Mau",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.159955024719238,105.14140319824219,,
PGD Thoại Ngọc Hầu,"Số 12-14, Đường Nguyễn Khuyến, Phường 7, Thành phố Cà Mau, Cà Mau",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.175344467163086,105.14959716796875,,
PGD Phù Cừ,"Thôn Cao Xá, Thị trấn Trần Cao, Huyện Phù Cừ, Tỉnh Hưng Yên",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-12h00, Chiều 13h30-17h00",20.735559463500977,106.17530059814453,,
PGD Đa Kao,"Số 52, Đường Nguyễn Huy Tự, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.792770385742188,106.69629669189453,,
PGD Trường Chinh,"Số 46 Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.000940322875977,105.82240295410156,,
PGD TP Cà Mau,"Số 53, Đường Đề Thám, Phường 2, TP Cà Mau, Tỉnh Cà Mau",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.179973602294922,105.14749908447266,,
PGD Vĩnh Ngọc," thôn Ngọc Chi, Vĩnh Ngọc, Huyện Đông Anh, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.116600036621094,105.8279037475586,,
PGD Bùi Thị Xuân,"Số 38-40, Đường Phạm Hồng Thái, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.771309852600098,106.6958999633789,,
PGD Vĩnh Lộc Sài Gòn,"Số D1/5, Đường Nguyễn Thị Tú, Ấp 4, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.814550399780273,106.58270263671875,,
PGD Lũy Bán Bích,"Số 761A, Đường Luỹ Bán Bích, Phường Phú Thọ Hoà, Quận Tân Phú, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.783929824829102,106.63610076904297,,
PGD Phạm Hùng,"C4/13, Phạm Hùng, Ấp 4, xã Bình Hưng, huyện Bình Chánh, Tp.Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.730401039123535,106.67581176757812,,
PGD Đại Quang Minh,"A1-00.02 Tháp A1 – Khu Chung cư phức hợp Lô M1, M2 (Sarimi), số 74 đường Nguyễn Cơ Thạch, Phường An Lợi Đông, TP Thủ Đức, TP Hồ Chí Minh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.770999908447266,106.72429656982422,,
PGD Đại Kim,"Nhà A5, Lô C8, Khu đô thị Đại Kim, Phường Đại Kim, Quận Hoàng Mai, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.976499557495117,105.83580017089844,,
PGD Chu Văn An,"Tầng 1 và tầng 2, nhà liền kề số 14-TM3-C4, Khu đô thị Nam đường vành đai 3 (giai đoạn 1), Xã Thanh Liệt, Huyện Thanh Trì, TP Hà Nội",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h-16h30",20.970109939575195,105.81559753417969,,
PGD Âu Cơ,"Khu 9, Thị Trấn Thanh Thủy, Huyện Thanh Thuỷ, Tỉnh Phú Thọ",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.171920776367188,105.27989959716797,,
PGD Nam Buôn Hồ,"Km20, Quốc lộ 14, Xã Cuôr Đăng, Huyện Cư M'gar, Đăk Lăk",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h45",12.76321029663086,108.18109893798828,,
PGD An Phú,"Đường ĐT747B, Tổ 3, Khu phố Khánh Long, Phường Tân Phước Khánh, TP Tân Uyên, Tỉnh Bình Dương",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h",10.978289604187012,106.74169921875,,
PGD Dĩ An,"Số 1C, Đường Truông Tre, Khu phố Nhị Đồng 2, Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h",10.901800155639648,106.76799774169922,,
PGD Đồng Hỷ,"Tổ 6, Phường Chùa Hang, Huyện Đồng Hỷ, Tỉnh Thái Nguyên",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",21.627649307250977,105.84519958496094,,
PGD Phước Đông,"Số 236, Tổ 5, ấp Phước Đức, Đường 782, Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",Phòng giao dịch,Phòng giao dịch,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h00",11.125479698181152,106.32150268554688,,
